Score	CPUt	H_en	H_EN	H_wg	H_IWG	H_EWG	H_ptc	H_PTC	H_ci	H_CI	H_hh	H_HH	H_PH	kappa_WGen	kappa_CNen	kappa_CNwg	kappa_CIwg	kappa_WGwg	kappa_CNptc	kappa_CIptc	kappa_Bci	kappa_ENci	kappa_ENhh	kappa_CNhh	kappa_PTCCI	kappa_PTCHH	nu_CNen	nu_CNwg	nu_CIwg	nu_WGwg	nu_WGen	nu_CNptc	nu_CIptc	nu_Bci	nu_ENci	nu_ENhh	nu_CNhh	nu_PTCCI	alpha_CIwg	alpha_WGwg	r_ExoWG	r_EndoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	C_CI	PTC_0	HH_0
0.0265384	640.256	10.7287	5.39485	61.0048	7.21343	11.5724	80.522	59.731	49.369	92.7479	84.5654	77.5492	30.894	0.0362396	0.0129834	0.0420435	0.550861	0.00801952	0.147728	0.31739	0.114028	0.0491112	0.40146	0.296077	0.0671013	0.718182	4.66028	3.14894	3.39681	9.48075	6.65197	2.73524	9.21494	3.55754	3.38669	6.27854	5.13294	2.59891	7.17564	8.11919	0.0138894	0.00164475	0.00445428	0.0775916	0.00116354	0.314171	0.00224392	98.43	5.57365
0.0265423	917.696	17.7746	17.4973	10.0985	8.88168	72.094	69.1995	5.47942	9.31337	31.4949	90.3371	13.8084	51.2477	0.0178736	0.00832392	0.0674058	0.00314991	0.615561	0.276768	0.00101575	0.045366	0.0889226	0.183087	0.545002	0.00677427	0.00183281	2.47832	7.8542	9.97822	8.31026	3.60878	7.51108	6.5637	9.42764	7.74465	2.39758	4.78718	1.50565	9.39674	9.79537	0.0533838	0.124093	0.0350085	0.0232537	0.00139917	0.586151	0.0959023	67.4953	2.98426
0.0265563	1724.86	92.5809	9.77646	8.97488	11.0089	44.0993	66.7986	93.554	16.2482	34.3291	37.5622	41.1488	9.71148	0.215228	0.00143927	0.00182631	0.106315	0.168499	0.03249	0.00105909	0.00289088	0.00465216	0.00131305	0.00388166	0.0076739	0.0735749	8.17962	2.92857	8.48987	8.4852	7.91584	7.1159	7.26588	1.19747	2.14351	2.89385	2.50644	7.72513	5.17306	8.00028	0.081716	0.0101904	0.00165085	0.327706	0.848703	0.103835	0.0130822	149.521	46.9385
0.0265639	831.828	32.4419	69.9103	57.6335	61.1038	59.8212	24.1208	30.3318	96.1923	19.1339	71.4896	53.7565	63.2497	0.101831	0.0346889	0.00659478	0.0147459	0.00414693	0.161013	0.0727492	0.00928328	0.172589	0.579776	0.417747	0.00117693	0.604905	7.60545	2.19913	2.86032	9.39406	5.01651	8.09155	5.60304	9.60904	8.88857	9.17618	4.86806	5.29812	2.59114	8.16905	0.179615	0.00118443	0.00658111	0.00961806	0.00161422	0.0125781	0.707312	7.46619	123.196
0.0265854	1468.05	95.1519	93.3065	78.9548	20.6854	91.871	36.7687	20.2153	66.7057	32.5435	56.1301	41.3049	42.0344	0.15721	0.0700527	0.00822915	0.0112382	0.580714	0.216633	0.52005	0.185416	0.099402	0.0024011	0.00227667	0.00340257	0.463581	5.07352	3.25997	1.49573	9.1524	4.08734	5.783	5.58599	8.84656	8.20774	7.6655	8.17743	1.61779	2.79311	9.29691	0.00510687	0.0345641	0.500154	0.950872	0.521749	0.00213487	0.77841	7.89683	20.8384
0.0265946	823.698	68.8323	58.1268	67.2936	24.7501	92.4135	38.821	58.7447	17.8388	64.8655	35.4808	6.34087	49.8544	0.00841306	0.00673959	0.117	0.00362936	0.101532	0.0481136	0.0374131	0.00171219	0.030276	0.00385624	0.101901	0.00294683	0.791859	2.25623	9.21169	9.77236	9.24784	9.9193	5.19893	1.3163	7.17115	5.63334	2.65502	6.48249	1.90607	2.9438	7.72867	0.00116423	0.00302293	0.0471794	0.00167488	0.960488	0.102677	0.989468	1.14374	1.35269
0.0266135	1317.39	82.553	61.1416	20.9914	43.9289	41.0491	52.8997	56.7387	17.3835	93.0603	5.29902	17.6818	63.9257	0.0222163	0.00245104	0.0468297	0.238313	0.0426116	0.263325	0.0232536	0.0106492	0.230005	0.112405	0.0361013	0.00332153	0.0261701	6.2627	4.41868	7.73506	6.91426	8.09967	8.54168	5.57509	3.49407	6.05326	2.11931	8.61295	3.17015	4.42341	8.30536	0.00451773	0.00470661	0.00168439	0.0994656	0.00137864	0.127785	0.376884	419.559	168.709
0.0266566	834.339	15.2752	41.9959	21.2156	8.11234	45.7678	48.3897	45.8211	84.1929	46.0174	94.5284	53.7502	38.3548	0.00491412	0.0114101	0.16062	0.0701756	0.0815255	0.209796	0.00196946	0.00370999	0.00409585	0.56099	0.408039	0.0018918	0.0112788	5.93416	5.86207	7.90535	7.7195	1.85813	9.5386	7.28888	4.78857	4.62589	7.18986	2.57712	1.52494	2.3368	8.6121	0.0373026	0.00711144	0.00166045	0.0314809	0.607138	0.0231394	0.633655	227.491	916.049
0.0266862	23.2948	78.4786	53.8504	16.777	20.3628	17.1763	23.3281	15.5166	79.4201	62.077	68.136	32.1904	95.6406	0.351802	0.0227519	0.0172374	0.0534217	0.0687169	0.0341701	0.00731807	0.0691145	0.337858	0.0053181	0.00287486	0.0122655	0.00759655	1.41986	7.48959	5.24317	8.2515	6.57665	3.09275	8.1015	6.78496	5.93691	1.79318	2.95683	7.99439	2.84088	8.11929	0.319976	0.00763009	0.0660888	0.00524164	0.0126149	0.00380934	0.00412951	263.7	127.882
0.0266998	161.623	76.5842	70.6659	39.1846	32.8091	84.518	40.7616	19.2872	37.9892	8.51164	31.0932	62.9577	75.2945	0.0196062	0.0047194	0.0106385	0.423723	0.127292	0.516384	0.211452	0.0140363	0.0958787	0.208962	0.31733	0.469294	0.00554296	4.78927	9.29	4.51858	5.47554	4.96126	2.25691	1.06112	4.95148	6.82451	9.64579	4.18551	3.16107	1.39418	7.57774	0.0149551	0.00104527	0.229604	0.0775367	0.346246	0.0303073	0.694795	10.5535	116.532
