Score	CPUt	H_en	H_EN	H_wg	H_IWG	H_EWG	H_ptc	H_PTC	H_ci	H_CI	H_hh	H_HH	H_PH	kappa_WGen	kappa_CNen	kappa_CNwg	kappa_CIwg	kappa_WGwg	kappa_CNptc	kappa_CIptc	kappa_Bci	kappa_ENci	kappa_ENhh	kappa_CNhh	kappa_PTCCI	kappa_PTCHH	nu_CNen	nu_CNwg	nu_CIwg	nu_WGwg	nu_WGen	nu_CNptc	nu_CIptc	nu_Bci	nu_ENci	nu_ENhh	nu_CNhh	nu_PTCCI	alpha_CIwg	alpha_WGwg	r_ExoWG	r_EndoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	C_CI	PTC_0	HH_0
0.0330958	482.466	10.7309	93.0673	77.3809	81.8813	34.4093	55.6722	31.9998	50.0236	21.1529	88.5743	46.0158	96.7011	0.0475778	0.0242051	0.335628	0.138462	0.228049	0.0339838	0.00171471	0.266857	0.0215846	0.069026	0.0431227	0.00839783	0.0253905	7.35342	7.36035	4.85064	2.12025	8.20005	1.9397	4.47727	8.11395	2.97104	8.49676	8.14466	2.57607	1.32057	3.3176	0.00469793	0.323038	0.00418917	0.00592104	0.0167195	0.00121862	0.445606	3.06346	1.87277
0.0331453	35.573	96.9726	22.7317	63.337	10.0226	5.05241	34.4008	73.2119	93.9495	67.8136	10.2933	98.1498	49.671	0.225334	0.0321338	0.00643317	0.39123	0.00140239	0.19766	0.0353487	0.0014251	0.0160356	0.204437	0.00602686	0.0188098	0.00124799	3.7058	8.53494	5.30377	5.1142	6.55673	6.75518	9.7182	7.63998	7.03152	1.14023	5.59722	8.83707	3.77586	4.86154	0.0669209	0.00255394	0.00449465	0.0457362	0.00282913	0.00934923	0.0108276	2.13156	296.841
0.0336854	528.623	25.8902	50.3196	42.3986	70.7952	6.01601	62.6214	70.0084	60.6407	19.9356	40.1791	43.6123	17.3742	0.101078	0.0017588	0.00109284	0.00416447	0.124101	0.217649	0.0019467	0.383211	0.00120075	0.0107462	0.332474	0.039075	0.115895	7.99949	3.90445	4.34635	4.47152	3.98204	6.10995	5.27307	5.73444	7.40646	2.27709	9.97524	3.00568	6.6522	3.05334	0.039091	0.0974983	0.00905669	0.00105986	0.399929	0.0129282	0.843472	17.5528	5.69112
0.0346249	93.9009	45.5196	43.5967	57.5323	43.9053	10.892	71.229	94.8565	36.7856	81.7442	54.6658	97.7452	45.6911	0.0881985	0.0420593	0.00267197	0.0086421	0.0961522	0.298012	0.00147126	0.00307092	0.109782	0.00988851	0.00147657	0.00785014	0.126319	1.54814	6.53784	4.11623	8.72997	6.6566	3.20451	6.30242	7.16908	5.84886	7.84895	3.54934	1.5687	1.18246	2.91522	0.0156093	0.00607762	0.0021131	0.00869571	0.00138891	0.0146638	0.0176195	6.9722	43.6389
0.03465	94.4268	93.5315	55.4998	49.2706	24.5544	48.0602	40.7367	9.09159	52.0368	63.5613	15.3073	21.2304	51.2822	0.00945102	0.00214009	0.198438	0.411474	0.0106182	0.354362	0.240572	0.0011032	0.00278193	0.627773	0.583261	0.00980821	0.00643247	9.27478	4.49523	4.5828	6.57038	8.89018	3.51275	6.17543	7.10574	8.88395	4.20201	3.18761	9.19157	9.75105	4.07485	0.00114187	0.00126461	0.00342611	0.021208	0.298954	0.0526538	0.281333	1.63763	2.43447
0.0346831	628.039	98.1765	88.0401	89.9003	62.812	45.0192	89.2667	97.8285	99.5101	38.5084	8.69214	69.5907	29.462	0.00894884	0.0305963	0.852036	0.788702	0.0723597	0.859304	0.738157	0.0527369	0.0445308	0.0427069	0.00146387	0.0428911	0.00218231	9.93287	3.05468	9.02544	5.62183	3.52112	8.24915	1.84059	4.75817	4.36373	6.93758	6.02053	3.64909	8.31486	2.81853	0.00184538	0.894658	0.00228199	0.00521685	0.11871	0.00287989	0.120116	104.963	6.1328
0.0347665	109.371	21.6194	34.2789	37.3258	22.9933	49.0049	93.8301	60.49	95.4244	61.6659	82.0569	58.1069	83.2524	0.00200407	0.0470952	0.00169376	0.327941	0.128103	0.340838	0.343801	0.0598314	0.195111	0.00811417	0.0117015	0.00680345	0.0920676	9.85447	1.77865	9.18321	3.80643	5.69762	4.20461	7.83137	5.29321	4.64002	8.90295	9.51769	6.09528	8.40247	2.8006	0.00164923	0.00294181	0.00688595	0.0746934	0.00532334	0.0154921	0.0151367	7.22617	36.2783
0.0348884	50.9286	73.6303	83.5422	93.4699	61.0352	19.9702	64.5929	6.63807	54.5458	69.7382	9.91117	19.7062	29.8615	0.0010931	0.00648029	0.0167505	0.0569441	0.0143277	0.953044	0.18547	0.00603638	0.00511812	0.610792	0.138041	0.00108063	0.296845	9.13741	5.03419	3.49916	7.05436	8.27228	4.09651	9.00504	7.76601	5.96673	7.50354	7.15038	7.79641	1.0503	2.81334	0.00296389	0.00106257	0.0042817	0.386761	0.622027	0.139639	0.101709	695.172	15.3291
0.0349582	30.779	86.1496	35.6972	59.4518	11.6791	33.2658	45.5242	64.5652	85.7851	92.2735	13.0834	51.4812	38.9448	0.0420144	0.00532499	0.00754516	0.00784586	0.361355	0.207026	0.123342	0.309478	0.00725505	0.00562413	0.00274734	0.00173891	0.141827	5.94005	9.58046	5.7712	5.54954	8.17347	2.37124	1.2628	4.65856	4.85977	3.14539	4.80081	2.78008	2.1779	2.80622	0.00291362	0.479269	0.0053865	0.118109	0.0302676	0.00160678	0.035567	61.2795	20.7681
0.0352236	562.649	57.5673	99.9428	34.2632	93.4892	63.018	35.5402	17.2444	41.8795	7.56314	93.8237	41.2287	58.2442	0.00105347	0.0122493	0.0174593	0.42927	0.0239164	0.281034	0.0137815	0.0185902	0.0118719	0.0345128	0.0178614	0.0106006	0.00366918	4.88058	8.40161	3.3365	8.70403	2.84955	3.35652	8.80538	6.51861	9.44761	1.3569	7.70573	6.8655	5.67996	2.68028	0.10718	0.00409576	0.0026474	0.0320279	0.105838	0.00691741	0.427994	693.741	32.4083
